FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_
0,1, , , , , , ,Cox's Bazar,1,Flow,2015, ,0,0, ,1020, 
1,2, , , , , , ,Cox's Bazar,2,Flow,2015, ,0,0, ,1433, 
2,3, , , , , , ,Cox's Bazar,3,Flow,2015, ,0,0, ,451, 
3,4, , , , , , ,Cox's Bazar,4,Flow,2015, ,0,0, ,1471, 
4,5, , , , , , ,Cox's Bazar,5,Flow,2015, ,0,0, ,663, 
5,6, , , , , , ,Cox's Bazar,6,Slide,2015, ,0,0, ,1145, 
6,7, , , , , , ,Cox's Bazar,7,Slide,2015, ,0,0, ,1356, 
7,8, , , , , , ,Cox's Bazar,8,Slide,2015, ,0,0, ,1745, 
8,9, , , , , , ,Cox's Bazar,9,Slide,2015, ,0,0, ,993, 
9,10, , , , , , ,Cox's Bazar,10,Slide,2015, ,0,0, ,1683, 
10,11, , , , , , ,Cox's Bazar,11,Complex,2015, ,0,0, ,27623, 
11,12, , , , , , ,Cox's Bazar,12,Slide,2015, ,0,0, ,1587, 
12,13, , , , , , ,Cox's Bazar,13,Slide,2015, ,0,0, ,1562, 
13,14, , , , , , ,Cox's Bazar,14,Slide,2015, ,0,0, ,2143, 
14,15, , , , , , ,Cox's Bazar,15,Unrecognized,2015, ,0,0, ,1019, 
15,16, , , , , , ,Cox's Bazar,16,Flow,2015, ,0,0, ,2666, 
16,17, , , , , , ,Cox's Bazar,17,Unrecognized,2015, ,0,0, ,6540, 
17,18, , , , , , ,Cox's Bazar,18,Slide,2015, ,0,0, ,2008, 
18,19, , , , , , ,Cox's Bazar,19,Unrecognized,2015, ,0,0, ,1888, 
19,20, , , , , , ,Cox's Bazar,20,Unrecognized,2015, ,0,0, ,1391, 
20,21, , , , , , ,Cox's Bazar,21,Unrecognized,2015, ,0,0, ,1896, 
21,22, , , , , , ,Cox's Bazar,22,Unrecognized,2015, ,0,0, ,3619, 
22,23, , , , , , ,Cox's Bazar,23,Slide,2015, ,0,0, ,2588, 
23,24, , , , , , ,Cox's Bazar,24,Slide,2015, ,0,0, ,1971, 
24,25, , , , , , ,Cox's Bazar,25,Unrecognized,2015, ,0,0, ,2648, 
25,26, , , , , , ,Cox's Bazar,26,Unrecognized,2015, ,0,0, ,4915, 
26,27, , , , , , ,Cox's Bazar,27,Unrecognized,2015, ,0,0, ,2659, 
27,28, , , , , , ,Cox's Bazar,28,Unrecognized,2015, ,0,0, ,1464, 
28,29, , , , , , ,Cox's Bazar,29,Slide,2015, ,0,0, ,2255, 
29,30, , , , , , ,Cox's Bazar,30,Slide,2015, ,0,0, ,1604, 
30,31, , , , , , ,Cox's Bazar,31,Slide,2015, ,0,0, ,631, 
31,32, , , , , , ,Cox's Bazar,32,Flow,2015, ,0,0, ,2285, 
32,33, , , , , , ,Cox's Bazar,33,Slide,2015, ,0,0, ,12488, 
33,34, , , , , , ,Cox's Bazar,34,Flow,2015, ,0,0, ,2233, 
34,35, , , , , , ,Cox's Bazar,35,Flow,2015, ,0,0, ,2231, 
35,36, , , , , , ,Cox's Bazar,36,Flow,2015, ,0,0, ,2236, 
36,37, , , , , , ,Cox's Bazar,37,Slide,2015, ,0,0, ,752, 
37,38, , , , , , ,Cox's Bazar,38,Unrecognized,2015, ,0,0, ,2379, 
38,39, , , , , , ,Cox's Bazar,39,Unrecognized,2015, ,0,0, ,1219, 
39,40, , , , , , ,Cox's Bazar,40,Unrecognized,2015, ,0,0, ,334, 
40,41, , , , , , ,Cox's Bazar,41,Unrecognized,2015, ,0,0, ,684, 
41,42, , , , , , ,Cox's Bazar,42,Unrecognized,2015, ,0,0, ,3643, 
42,43, , , , , , ,Cox's Bazar,43,Slide,2015, ,0,0, ,5480, 
43,44, , , , , , ,Cox's Bazar,44,Flow,2015, ,0,0, ,3082, 
44,45, , , , , , ,Cox's Bazar,45,Flow,2015, ,0,0, ,1533, 
45,46, , , , , , ,Cox's Bazar,46,Slide,2015, ,0,0, ,611, 
46,47,Adorsha Gram,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,47,Fall,13/06/2010, ,0,1,Medium,-,Rainfall and Hill Cutting
47,48,Adorsha Gram,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,48,Fall,13/06/2010, ,0,3,High,-,Rainfall and Hill Cutting
48,49,Adorsha Gram,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,49,Flow,13/06/2010,Advancing,0,1,Medium,-,Rainfall and Hill Cutting
49,50,Adorsha Gram,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,50,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
50,51,Adorsha Gram,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,51,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
51,52,South Ganar Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,52,Flow,14/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
52,53,Mohajer Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,53,Flow,14/06/2010,Advancing,1,0,Nil,-,Rainfall and Hill Cutting
53,54,Mohajer Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,54,Flow,14/06/2010,Advancing,1,0,Nil,-,Rainfall and Hill Cutting
54,55,Mohajer Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,55,Slide,06/06/2008,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
55,56,South Ganar Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,56,Slide,14/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
56,57,Kolatali by Pass,Suspended, ,Soil,Nil,Low,Cox's Bazar,57,Slide,14/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
57,58,Mohajer Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,58,Flow,06/06/2008,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
58,59,Mohajer Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,59,Slide,06/06/2008,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
59,60,Kolatali by pass,Suspended, ,Soil,Nil,Low,Cox's Bazar,60,Slide,14/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
60,61,Mohajer Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,61,Flow,06/06/2008,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
61,62,Kolatali by pass,Suspended, ,Soil,Nil,Low,Cox's Bazar,62,Flow,14/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
62,63,Kolatali by pass,Suspended, ,Soil,Nil,Low,Cox's Bazar,63,Slide,14/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
63,64,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,64,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
64,65,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,65,Flow,15/06/2003,Advancing,0,1,Low,-,Rainfall and Hill Cutting
65,66,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,66,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
66,67,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,67,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
67,68,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,68,Flow,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
68,69,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,69,Fall,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
69,70,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,70,Fall,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
70,71,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,71,Complex,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
71,72,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,72,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
72,73,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,73,Fall,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
73,74,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,74,Flow,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
74,75,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,75,Flow,03/07/2008,Advancing,0,1,Low,-,Rainfall and Hill Cutting
75,76,South Dikkul,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,76,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
76,77,South Dikkul,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,77,Flow,19/06/2009,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
77,78,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,78,Slide,03/07/2008,Advancing,0,2,High,-,Rainfall and Hill Cutting
78,79,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,79,Slide,04/06/2006,Advancing,0,1,Low,-,Rainfall and Hill Cutting
79,80,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,80,Flow,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
80,81,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,81,Flow,04/07/2004,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
81,82,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,82,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
82,83,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,83,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
83,84,Badshar Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,84,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall
84,85,Badshar Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,85,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall
85,86,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,86,Unrecognized,15/06/2010,Advancing,1,1,Low,-,Rainfall
86,87,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,87,Unrecognized,03/07/2008,Advancing,0,1,Low,-,Rainfall
87,88,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,88,Unrecognized,15/06/2010,Advancing,0,1,Low,-,Rainfall
88,89,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,89,Unrecognized,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
89,90,Pahartali,Suspended, ,Soil,Nil,Low,Cox's Bazar,90,Flow,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
90,91,Pahartali,Suspended, ,Soil,Nil,Low,Cox's Bazar,91,Slide,15/06/2010,Advancing,0,2,Medium,-,Rainfall and Hill Cutting
91,92,Pahartali,Suspended, ,Soil,Nil,Low,Cox's Bazar,92,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting
92,93,Pahartali,Suspended, ,Soil,Nil,Low,Cox's Bazar,93,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
93,94,Bahar Chara,Suspended, ,Soil,Nil,Low,Cox's Bazar,94,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall
94,95,Bahar Chara,Suspended, ,Soil,Nil,Low,Cox's Bazar,95,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall
95,96,Bahar Chara,Suspended, ,Soil,Nil,Low,Cox's Bazar,96,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall
96,97,Bahar Chara,Suspended, ,Soil,Nil,Low,Cox's Bazar,97,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall
97,98,"Marine Drive, Cox's Bazar",Suspended, ,Soil,High,High,Cox's Bazar,98,Slide,15/06/2010, ,0,0,Nil,-,Rainfall
98,99,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,99,Slide,15/06/2010, ,5,0,Nil,-,Rainfall and Hill Cutting
99,100,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,100,Unrecognized,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
100,101,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,101,Unrecognized,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
101,102,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,102,Unrecognized,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
102,103,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,103,Flow,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
103,104,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,104,Flow,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
104,105,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,105,Flow,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
105,106,"Marine Drive, Cox's Bazar",Inactive, ,Soil,High,High,Cox's Bazar,106,Flow,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting
106,107,Kolatali,Suspended, ,Soil,Nil,Low,Cox's Bazar,107,Flow,15/06/2010,Advancing,1,1,Low,-,Rainfall and Hill Cutting
107,108,Kolatali,Suspended, ,Soil,Nil,Low,Cox's Bazar,108,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
108,109,Baidder Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,109,Flow,15/06/2010,Advancing,1,0,Nil,-,Rainfall and Hill Cutting
109,110,Baidder Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,110,Flow,03/07/2008,Advancing,0,1,Low,-,Rainfall and Hill Cutting
110,111,Baidder Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,111,Flow,04/06/2006,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
111,112,Baidder Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,112,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
112,113,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,113,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
113,114,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,114,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
114,115,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,115,Unrecognized,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
115,116,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,116,Unrecognized,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
116,117,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,117,Slide,03/06/2009,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
117,118,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,118,Slide,07/06/2002,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
118,119,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,119,Unrecognized,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
119,120,"Urumchara, Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,120,Unrecognized,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting
120,121,"Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,121,Flow,15/06/2010,Advancing,1,0,Low,-,Rainfall and Hill Cutting
121,122,"Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,122,Flow,15/06/2010,Advancing,6,1,Low,-,Rainfall and Hill Cutting
122,123,"Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,123,Unrecognized,15/06/2010,Advancing,4,1,Low,-,Rainfall and Hill Cutting
123,124,"Puran pallan Para, Teknaf",Suspended, ,Soil,Nil,Low,Cox's Bazar,124,Flow,15/06/2010,Advancing,5,1,Low,-,Rainfall and Hill Cutting
124,125,"Siidique Nagar, Bonorupa",Active,Wet,Soil,Low,Low,Bandarban,125,Slide,13/06/2017,Advancing,0,0,Nil,37,Rainfall and Hill Cutting
125,126,"Siidique Nagar, Bonorupa",Active,Wet,Soil,Nil,Low,Bandarban,126,Flow,13/06/2017,Advancing,2,0,Nil,51,Rainfall
126,127,Bonorupa para Kollan Shamiti,Active,Wet,Soil,Nil,Low,Bandarban,127,Flow,13/06/2017,Advancing,0,0,Nil,13,Rainfall
127,128,Bonorupa para Kollan Shamiti,Active,Wet,Debris,Nil,Low,Bandarban,128,Flow,13/06/2017,Advancing,0,0,Nil,21,Rainfall
128,129,Bonorupa para Kollan Shamiti,Active,Wet,Soil,Nil,Low,Bandarban,129,Flow,13/06/2017,Advancing,0,1,Low,31,Rainfall
129,130,Bonorupa para Kollan Shamiti,Suspended,Dry,Soil,Nil,High,Bandarban,130,Slide,01/05/2016,Advancing,2,2,High,55,Rainfall and Hill Cutting
130,131,"Ruma, On Road",Active,Wet,Debris,Medium,Medium,Bandarban,131,Slide,13/06/2017,Advancing,0,0,Nil,109,Rainfall
131,132,"Ruma, On Road",Active,Wet,Debris,Medium,Medium,Bandarban,132,Complex,13/06/2017,Advancing,0,0,Nil,174,Rainfall
132,133,"Ruma, On Road",Active,Wet,Soil,Nil,Low,Bandarban,133,Slide,13/06/2017,Advancing,0,0,Nil,79,Rainfall
133,134,"Ruma, On Road",Active,Wet,Soil,Nil,Low,Bandarban,134,Complex,13/06/2017,Advancing,0,0,Nil,55,Rainfall
134,135,"Ruma, On Road",Active,Wet,Soil,Nil,Low,Bandarban,135,Fall,13/06/2017,Advancing,0,0,Nil,501,Rainfall
135,136,"Ruma, On road",Active,Wet,Debris,Nil,Low,Bandarban,136,Fall,13/06/2017,Advancing,0,0,Nil,45,Rainfall
136,137,"Y Junction, On Road",Active,Wet,Soil,Nil,Low,Bandarban,137,Fall,13/06/2017,Advancing,0,0,Nil,274,Rainfall
137,138,"Y Junction, On Road",Active,Wet,Soil,Nil,Low,Bandarban,138,Fall,13/06/2017,Advancing,0,0,Nil,89,Rainfall
138,139,"Y Junction, On Road",Active,Wet,Soil,Nil,Low,Bandarban,139,Complex,13/06/2017,Advancing,0,0,Nil,1339,Rainfall
139,140,"Y Junction, On Road",Active,Wet,Soil,Nil,Low,Bandarban,140,Complex,13/06/2017,Advancing,0,0,Nil,233,Rainfall
140,141,"Y Junction, On Road",Active,Wet,Soil,Nil,Low,Bandarban,141,Complex,13/06/2017,Advancing,0,0,Nil,126,Rainfall
141,142,"Y Junction, On Road",Active,Wet,Soil,Nil,Low,Bandarban,142,Flow,13/06/2017,Advancing,0,0,Nil,188,Rainfall
142,143,"Y Junction, On Road",Active,Wet,Rock and Soil,Nil,Low,Bandarban,143,Complex,13/06/2017,Advancing,0,0,Nil,52,Rainfall
143,144,"Y Junction, On Road",Active,Wet,Soil,Nil,Low,Bandarban,144,Complex,13/06/2017,Advancing,0,0,Nil,125,Rainfall
144,145,"Y Junction, On Road",Active,Wet,Rock and Soil,Nil,Low,Bandarban,145,Flow,13/06/2017,Advancing,0,0,Nil,1288,Rainfall
145,146,"Y Junction, On Road",Active,Wet,Mixture,High,High,Bandarban,146,Complex,13/06/2017,Advancing,5,0,Nil,1098,Rainfall and Road Cut
146,147,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Low,Low,Bandarban,147,Slide,13/06/2017,Advancing,0,0,Nil,128,Rainfall
147,148,"Head Post Office, Chimbuk Road",Active,Wet,Soil,Low,Low,Bandarban,148,Fall,13/06/2017,Advancing,0,0,Nil,457,Rainfall and Hill Cutting
148,149,"Head Post Office, Chimbuk Road",Active,Wet,Soil,Low,Low,Bandarban,149,Fall,13/06/2017,Advancing,0,0,Nil,536,Rainfall and Hill Cutting
149,150,"Head Post Office, Chimbuk Road",Active,Wet,Soil,Low,Low,Bandarban,150,Slide,13/06/2017,Advancing,0,0,Nil,48,Rainfall
150,151,"Hafezgona, Chimbuk Road",Active,Wet,Mixture,Low,High,Bandarban,151,Flow,13/06/2017,Advancing,0,5,High,22,Rainfall and Hill Cutting
151,152,"Hafezgona, Chimbuk Road",Active,Wet,Soil,Nil,Low,Bandarban,152,Flow,13/06/2017,Advancing,0,0,Nil,58,Rainfall
152,153,"Hafezgona, Chimbuk Road",Active,Wet,Debris,Nil,Low,Bandarban,153,Flow,10/07/2017,Retrogressive,0,1,Low,45,Rainfall and Hill Cutting
153,154,"Hafezgona, Chimbuk Road",Active,Wet,Soil,Nil,Low,Bandarban,154,Complex,10/07/2017,Retrogressive,0,0,Nil,126,Rainfall
154,155,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Low,Low,Bandarban,155,Slide,10/07/2017,Advancing,0,0,Nil,269,Rainfall
155,156,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Low,Low,Bandarban,156,Flow,13/06/2017,Advancing,0,0,Nil,58,Rainfall
156,157,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,157,Slide,13/06/2017,Advancing,0,0,Nil,30,Rainfall
157,158,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Medium,Low,Bandarban,158,Slide,13/06/2017,Retrogressive,0,0,Nil,30,Rainfall
158,159,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,159,Slide,13/06/2017,Advancing,0,0,Nil,27,Rainfall
159,160,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,160,Slide,13/06/2017,Advancing,0,0,Nil,35,Rainfall
160,161,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,161,Flow,13/06/2017,Advancing,0,0,Nil,11,Rainfall
161,162,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,162,Flow,13/06/2017,Advancing,0,0,Nil,195,Rainfall
162,163,Laima Para,Active,Wet,Debris,Nil,Low,Bandarban,163,Flow,13/06/2017,Advancing,0,0,Nil,177,Rainfall
163,164,Laima Para,Active,Wet,Soil,Nil,Low,Bandarban,164,Flow,13/06/2017,Advancing,0,0,Nil,166,Rainfall
164,165,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,165,Flow,13/06/2017,Advancing,0,0,Nil,544,Rainfall
165,166,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,166,Slide,13/06/2017,Advancing,0,0,Nil,119,Rainfall
166,167,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,167,Slide,13/06/2017,Advancing,0,0,Nil,25,Rainfall
167,168,"Laima Para, On Road",Active,Wet,Debris,Low,Low,Bandarban,168,Slide,13/06/2017,Advancing,0,0,Nil,16,Rainfall
168,169,"Ruma, On Road",Active,Wet,Soil,Low,Low,Bandarban,169,Flow,13/06/2017,Retrogressive,0,0,Nil,33,Rainfall
169,170,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,170,Fall,13/06/2017,Advancing,0,0,Nil,18,Rainfall
170,171,"Laima Para, On Road",Active,Wet,Mixture,Low,Low,Bandarban,171,Complex,13/06/2017,Advancing,0,0,Nil,96,Rainfall
171,172,"10 Miles, Ruma",Suspended,Dry,Mixture,High,High,Bandarban,172,Slide,01/06/2016,Retrogressive,0,0,Nil,7892,Rainfall and Road Cut
172,173,"10 Miles, Ruma",Suspended,Dry,Mixture,High,High,Bandarban,173,Slide,01/06/2016,Advancing,0,0,Nil,6480,Rainfall
173,174,"10 Miles, Ruma",Suspended,Wet,Soil,Low,Low,Bandarban,174,Slide,01/06/2016,Advancing,0,0,Nil,512,Rainfall
174,175,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,175,Flow,13/06/2017,Advancing,0,0,Nil,599,Rainfall
175,176,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,176,Flow,13/06/2017,Advancing,0,0,Nil,50,Rainfall
176,177,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,177,Slide,13/06/2017,Advancing,0,0,Nil,297,Rainfall
177,178,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,178,Complex,13/06/2017,Advancing,0,0,Nil,84,Rainfall
178,179,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,179,Slide,13/06/2017,Advancing,0,0,Nil,30,Rainfall
179,180,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,180,Slide,13/06/2017,Advancing,0,0,Nil,128,Rainfall
180,181,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Low,Low,Bandarban,181,Flow,13/06/2017,Advancing,0,0,Nil,41,Rainfall
181,182,Amro Kanan Buddisht Temple,Active,Wet,Soil,Low,Low,Bandarban,182,Flow,13/06/2017,Advancing,0,0,Nil,19,Rainfall
182,183,Amro Kanan Buddisht Temple,Active,Wet,Soil,Low,Low,Bandarban,183,Flow,13/06/2017,Advancing,0,0,Nil,20,Rainfall
183,184,Kalaghata Road,Active,Wet,Soil,Low,Medium,Bandarban,184,Flow,13/06/2017,Advancing,0,2,Medium,32,Rainfall
184,185,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,185,Flow,13/06/2017,Advancing,0,3,Medium,48,Rainfall
185,186,Kalaghata Road,Active,Wet,Debris,Nil,Low,Bandarban,186,Flow,13/06/2017,Advancing,0,0,Nil,22,Rainfall
186,187,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,187,Flow,13/06/2017,Advancing,0,0,Nil,39,Rainfall
187,188,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,188,Flow,13/06/2017,Advancing,0,0,Nil,14,Rainfall
188,189,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,189,Flow,13/06/2017,Advancing,0,0,Nil,30,Rainfall
189,190,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,190,Flow,13/06/2017,Advancing,0,0,Nil,19,Rainfall
190,191,Kalaghata Road,Active,Wet,Soil,Nil,High,Bandarban,191,Complex,13/06/2017,Advancing,0,4,High,54,Rainfall
191,192,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,192,Fall,13/06/2017,Advancing,0,0,Nil,47,Rainfall
192,193,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,193,Fall,13/06/2017,Advancing,0,0,Nil,42,Rainfall
193,194,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,194,Slide,13/06/2017,Advancing,0,0,Nil,59,Rainfall
