fid,fid_new1,fclass,name,maxspeed,length,combined_id_min,combined_id_max,DN_mean,time_needed (min)
"2059","2059",path,,"10","8.55513214207074","8046","8049","6","0.0513307928524244"
"2060","2060",path,,"10","15.7867357519692","8049","8053","6","0.0947204145118151"
"2061","2061",path,,"10","8.16799735764398","8053","8057","6","0.0490079841458639"
"2062","2062",path,,"10","4.39044409604473","8057","8061","6","0.0263426645762684"
"2063","2063",path,,"10","25.3949844664253","53498","8061","6","0.152369906798552"
"2064","2064",path,,"10","11.023432968707","6312","8069","6","0.0661405978122418"
"2065","2065",path,,"10","4.86495061857498","53759","8069","6","0.0291897037114499"
"2066","2066",path,,"10","21.2924439502545","8073","8077","6","0.127754663701527"
"2067","2067",path,,"10","23.702539681575","8077","8080","7","0.14221523808945"
"2068","2068",path,,"10","2.18922939347518","8080","8081","7","0.0131353763608511"
"2069","2069",steps,,"10","34.3700844062718","52863","52873","6.5","0.206220506437631"
"2070","2070",path,,"10","55.0427241851372","46301","8089","7","0.330256345110823"
"2071","2071",path,,"10","45.2217143437712","46249","8089","7","0.271330286062627"
"2072","2072",path,,"10","7.81165068234178","46249","50456","7","0.0468699040940507"
"2073","2073",track,,"10","26.7062671198712","45063","45615","6.5","0.160237602719227"
"2075","2075",track,,"10","22.2690814018611","8104","8105","7","0.133614488411167"
"2076","2076",path,,"10","100.575241793338","8117","8152","6.5","0.603451450760025"
"2077","2077",path,,"10","138.8122929776","8117","8121","6.5","0.832873757865601"
"2078","2078",path,,"10","24.886880003165","8121","8126","7","0.14932128001899"
"2079","2079",path,,"10","40.5066275418691","8126","8136","6.5","0.243039765251215"
"2080","2080",path,,"10","28.8450264553242","8129","8132","6","0.173070158731945"
"2081","2081",path,,"10","2.78958968155605","8132","8136","6","0.0167375380893363"
"2082","2082",path,,"10","29.2116261673648","8136","8140","6.5","0.175269757004189"
"2083","2083",path,,"10","143.328469815344","8140","8149","6.666667","0.859970818892066"
"2084","2084",path,,"10","108.970699077838","8149","8152","6.666667","0.653824194467026"
"2085","2085",path,,"10","10.2493233505824","54367","8152","7","0.0614959401034944"
"2086","2086",path,,"10","24.8159007270922","54367","8157","7","0.148895404362553"
"2087","2087",path,,"10","61.2433359934335","8157","8161","7","0.367460015960601"
"2088","2088",track,,"10","128.605780037267","63157",CXB-207_D050 _01,"6.5","0.771634680223601"
"2089","2089",track,,"10","128.605780037267","8172",CXB-207_D050 _01,"6.5","0.771634680223601"
"2090","2090",track,,"10","121.138252974092","721","8172","6.5","0.726829517844555"
"2091","2091",track,,"10","40.1462679906746","721","8181","6.5","0.240877607944047"
"2092","2092",track,,"10","47.6536223191833","705","8181","7","0.2859217339151"
"2093","2093",track,,"10","27.8332111480474","705","8189","7","0.166999266888285"
"2094","2094",track,,"10","30.3089621298963","8188","8189","7","0.181853772779378"
"2095","2095",track,,"10","21.2969350364231","725","8191","6.5","0.127781610218539"
"2096","2096",track,,"10","26.7952490087556","1185","8191","7","0.160771494052534"
"2097","2097",track,,"10","27.8283730407386","1185","7913","6.5","0.166970238244431"
"2098","2098",track,,"10","52.1161874872795","7913","8208","6","0.312697124923677"
"2099","2099",track,,"10","113.340931508022","51376","8208","7","0.680045589048131"
"2102","2102",path,,"10","258.369822205186","1717","1840","6.666667","1.55021893323112"
"2104","2104",path,,"10","113.548451672835","8230","8233","6","0.681290710037012"
"2105","2105",path,,"10","46.8915949745282","8233","8237","6.5","0.281349569847169"
"2106","2106",path,,"10","24.8218313094347","8237","8241","6","0.148930987856608"
"2107","2107",path,,"10","66.0515464879324","8241","8248","6","0.396309278927595"
"2108","2108",path,,"10","8.90708005480853","8248","8252","6","0.0534424803288512"
"2109","2109",path,,"10","15.2197270331867","8252","8253","6.5","0.0913183621991204"
"2110","2110",path,,"10","3.21387432736842","8253","8260","7","0.0192832459642105"
"2111","2111",path,,"10","8.57927375913489","8260","8264","7","0.0514756425548093"
"2112","2112",path,,"10","6.96603645155768","8264","8265","7","0.0417962187093461"
"2113","2113",path,,"10","5.13101324719668","8265","8269","7","0.0307860794831801"
"2114","2114",path,,"10","8.46998950947354","8269","8272","7","0.0508199370568413"
"2115","2115",path,,"10","3.7796493157308","5326","8272","7","0.0226778958943848"
"2117","2117",path,,"10","35.80964133551","53429","8284","6","0.21485784801306"
"2118","2118",path,,"10","5.87326042822393","8284","8285","6","0.0352395625693436"
"2119","2119",path,,"10","61.0750117952284","8285","8296","6.5","0.366450070771371"
"2120","2120",path,,"10","37.2857264951257","8296","8301","6","0.223714358970754"
"2121","2121",path,,"10","28.6250973397772","8301","8305","6","0.171750584038663"
"2122","2122",path,,"10","6.86093801234842","8305","8309","6","0.0411656280740905"
"2123","2123",path,,"10","17.4271196777196","8309","8312","6.5","0.104562718066317"
"2124","2124",path,,"10","23.1008425527441","8312","8316","7","0.138605055316465"
"2125","2125",path,,"10","5.97645368181661","58229","8316","7","0.0358587220908997"
"2126","2126",path,,"10","11.7568065615655","53744","8319","6","0.0705408393693932"
"2127","2127",path,,"10","38.1705506013903","8319","8324","6.5","0.229023303608342"
"2128","2128",path,,"10","24.2287286091433","8328","8332","6","0.14537237165486"
"2129","2129",path,,"10","21.0535400811832","52920","8332","6","0.126321240487099"
"2130","2130",path,,"10","29.1682558421507","52920","52925","6","0.175009535052904"
"2131","2131",path,,"10","30.5038273407247","52925","8344","6","0.183022964044348"
"2132","2132",path,,"10","6.56443050353099","8344","8348","6","0.0393865830211859"
"2133","2133",path,,"10","11.2594171601535","8348","8349","6","0.0675565029609209"
"2134","2134",path,,"10","29.7700066342529","8349","8357","6","0.178620039805517"
"2135","2135",path,,"10","3.6833382331433","52930","8357","6","0.0221000293988598"
"2136","2136",path,,"10","24.6360665022757","4555","5456","9","0.147816399013654"
"2138","2138",path,,"10","108.577301877869","8366","8368","7","0.651463811267213"
"2140","2140",path,,"10","30.2830141028677","8372","8373","6","0.181698084617206"
"2141","2141",path,,"10","33.1033041842776","8373","8375","6","0.198619825105666"
"2142","2142",path,,"10","33.90709912493","1021","1112","6.5","0.20344259474958"
"2143","2143",path,,"10","66.4748669737811","11125","8384","6.5","0.398849201842687"
"2144","2144",path,,"10","15.6229423842308","11132","8384","6.5","0.0937376543053846"
"2145","2145",path,,"10","14.2063975982792","11125","8392","6","0.0852383855896751"
"2146","2146",path,,"10","29.6691781472528","8392",CXB-203_C017 _01,"6.5","0.178015068883517"
"2148","2148",path,,"10","35.8447746054657","11129","8397","6.5","0.215068647632794"
"2149","2149",residential,,"10","86.1328410966628","52428","65","6","0.516797046579977"
"2150","2150",residential,,"10","193.938388002462","45391","52428","6","1.16363032801477"
"2151","2151",residential,,"10","61.7947940271604","45391","8413","6.5","0.370768764162962"
"2152","2152",residential,,"10","11.081069731155","8161","8413","7","0.0664864183869302"
"2153","2153",residential,,"10","27.9261580428497","8161","8420","7","0.167556948257098"
"2154","2154",residential,,"10","46.3367484905083","8420","8424","6.5","0.27802049094305"
"2155","2155",residential,,"10","77.8632338045914","10937","8424","6","0.467179402827548"
"2156","2156",residential,,"10","45.3281915121799","10937","8432","6","0.271969149073079"
"2157","2157",residential,,"10","10.2798958612707","10920","8432","6","0.0616793751676242"
"2158","2158",residential,,"10","21.1602775094529","10920","8440","6","0.126961665056718"
"2159","2159",residential,,"10","39.7399030319435","46489","8440","6","0.238439418191661"
"2160","2160",residential,,"10","35.1872973152614","46489","8452","6","0.211123783891568"
"2161","2161",residential,,"10","45.1314025717409","8452","8457","6","0.270788415430446"
"2162","2162",residential,,"10","26.1343503973888","8457","8461","6","0.156806102384333"
"2163","2163",residential,,"10","11.1807885115048","8461","8464","6","0.0670847310690288"
"2164","2164",residential,,"10","11.1779627760884","8464","8470","6","0.0670677766565304"
"2165","2165",residential,,"10","54.2449737179594","8470","8473","6","0.325469842307756"
"2166","2166",residential,,"10","7.98882553241303","8473","8477","6","0.0479329531944782"
"2167","2167",residential,,"10","58.6654216758774","372","8477","6","0.351992530055264"
"2168","2168",residential,,"10","30.0129251013065","372","50033","6","0.180077550607839"
"2169","2169",residential,,"10","41.7926919110601","50033","8493","6","0.250756151466361"
"2170","2170",residential,,"10","63.3436978288121","8493","8496","6","0.380062186972873"
"2171","2171",residential,,"10","11.4513431716947","8496",NS-INF-02W-HCR-ACF-06,"6","0.068708059030168"
"2172","2172",residential,,"10","11.4786830646583","8504",NS-INF-02W-HCR-ACF-06,"6","0.0688720983879497"
"2173","2173",residential,,"10","27.8829562201642","8504","8508","6","0.167297737320985"
"2174","2174",residential,,"10","24.440433035698","46925","8508","6","0.146642598214188"
"2175","2175",residential,,"10","35.4324525904041","46925","8517","6","0.212594715542425"
"2176","2176",residential,,"10","33.6397744866858","4037","8517","6","0.201838646920115"
"2177","2177",residential,,"10","11.2666425185658","1183","4037","6","0.0675998551113947"
"2178","2178",residential,,"10","60.0478921752353","1183","50871","6","0.360287353051412"
"2179","2179",residential,,"10","66.1848856188867","50871",HF_023,"6","0.39710931371332"
"2180","2180",residential,,"10","66.1848856188867","7481",HF_023,"6","0.39710931371332"
"2181","2181",residential,,"10","20.4434075320008","10288","7481","6","0.122660445192005"
"2182","2182",residential,,"10","16.332626963229","10288","10295","6","0.0979957617793743"
"2183","2183",residential,,"10","23.8756485927293","10295","8541","6","0.143253891556376"
"2184","2184",residential,,"10","97.763709070678","8541","8548","7","0.586582254424068"
"2185","2185",residential,,"10","23.1530908200597","46943","8548","6","0.138918544920358"
"2186","2186",residential,,"10","41.8684579698965","46943","51549","6","0.251210747819379"
"2187","2187",residential,,"10","80.2707907599519","51549",CXB-204_D023 _04,"6","0.481624744559711"
"2188","2188",residential,,"10","80.2707907599519","51563",CXB-204_D023 _04,"6.5","0.481624744559711"
"2189","2189",residential,,"10","9.95573714877374","46964","51563","6.5","0.0597344228926425"
"2190","2190",path,,"10","7.82856888939646","8569","8574","7","0.0469714133363788"
"2191","2191",path,,"10","36.413376210446","8574",CXB-211_B061 _04,"7","0.218480257262676"
"2192","2192",path,,"10","67.5041465557492","6793",CXB-211_B061 _04,"7.5","0.405024879334495"
"2193","2193",path,,"10","30.7968513972823","3249","8586","7","0.184781108383694"
"2194","2194",path,,"10","30.8687308539144","8586","8590","6.666667","0.185212385123487"
"2195","2195",path,,"10","13.6735610999707","8590","8743","7","0.0820413665998239"
"2196","2196",path,,"10","30.7305921964535","8743","8745","7","0.184383553178721"
"2197","2197",path,,"10","59.2171048784826","8602","8745","6.5","0.355302629270895"
"2198","2198",path,,"10","1.53554351167468","8602","8739","6","0.0092132610700481"
"2199","2199",path,,"10","22.4038901478605","55001","8739","6","0.134423340887163"
"2200","2200",path,,"10","39.7239665459612","55001","8612","6","0.238343799275767"
"2201","2201",path,,"10","42.7845127898097","8612","8617","6","0.256707076738858"
"2202","2202",path,,"10","50.0036503657173","8617","8621","6.5","0.300021902194304"
"2203","2203",path,,"10","26.7981013557902","8621","8624","7","0.160788608134741"
"2204","2204",path,,"10","31.4863293181838","8633","8896","7","0.188917975909103"
"2205","2205",path,,"10","21.6578553851035","8633","8760","7.5","0.129947132310621"
"2206","2206",path,,"10","22.7972296091947","8641","8760","8","0.136783377655168"
"2207","2207",path,,"10","53.430225013081","3409","8641","7.5","0.320581350078486"
"2208","2208",path,,"10","50.2509675612081","8645","8735","6.5","0.301505805367248"
"2209","2209",path,,"10","11.5285514498492","58249","8735","6","0.0691713086990953"
"2210","2210",path,,"10","42.0528131578692","58249","8656","6","0.252316878947215"
"2211","2211",path,,"10","58.8160068456197","8656","8660","6","0.352896041073718"
"2212","2212",path,,"10","60.7817193341628","8660","8664","6","0.364690316004977"
"2213","2213",path,,"10","9.48771640693784","8664","8668","6","0.0569262984416271"
"2214","2214",path,,"10","7.07644661171829","8668","8669","6.5","0.0424586796703098"
"2215","2215",path,,"10","19.6608373903021","58285","8669","7","0.117965024341813"
"2216","2216",path,,"10","14.9783216118112","8678","8681","6","0.0898699296708672"
"2217","2217",path,,"10","72.4159501899132","8681","8684","6.5","0.434495701139479"
"2218","2218",path,,"10","17.9275242128581","55155","8684","6.5","0.107565145277149"
"2219","2219",path,,"10","7.40308480766213","8689","8692","6","0.0444185088459728"
"2220","2220",path,,"10","19.1766543959262","8692","8696","6","0.115059926375557"
"2221","2221",path,,"10","9.05231433164819","8696","8700","6","0.0543138859898891"
"2222","2222",path,,"10","26.5584406967951","8700","8704","6.5","0.159350644180771"
"2223","2223",path,,"10","21.3049228342515","8704","8708","6.5","0.127829537005509"
"2224","2224",path,,"10","3.7870798143819","8708","8717","6","0.0227224788862914"
"2225","2225",path,,"10","7.70891193228228","8717","8721","6","0.0462534715936937"
"2226","2226",path,,"10","41.1483894643348","8721","8724","6.5","0.246890336786009"
"2227","2227",path,,"10","13.3628698865267","8724","8725","6.5","0.0801772193191599"
"2228","2228",path,,"10","12.2908433889683","8725","8729","6","0.0737450603338099"
"2229","2229",path,,"10","39.3632771251406","3259","8733","6.5","0.236179662750844"
"2230","2230",path,,"10","27.2960074674308","3259","8735","6","0.163776044804585"
"2231","2231",path,,"10","155.883789522831","8739","8741","6","0.935302737136984"
"2233","2233",path,,"10","27.0081012452555","8745","8748","6.5","0.162048607471533"
"2234","2234",path,,"10","49.6250004042365","8748","8749","6","0.297750002425419"
"2235","2235",path,,"10","11.7868769553382","8755","8804","6","0.070721261732029"
"2236","2236",path,,"10","40.2358950470593","8761","8830","7","0.241415370282356"
"2237","2237",path,,"10","42.868213288774","8760","8761","8","0.257209279732644"
"2238","2238",path,,"10","6.27038584864582","3357","8768","7.5","0.0376223150918749"
"2239","2239",path,,"10","2.93065029809782","8768","8772","7","0.0175839017885869"
"2240","2240",path,,"10","39.0285234258105","8772","8776","7","0.234171140554863"
"2241","2241",path,,"10","13.4983385481506","8776","8780","6.5","0.0809900312889038"
"2242","2242",path,,"10","29.911617649984","8780","8785","6","0.179469705899904"
"2243","2243",path,,"10","2.74770844804416","3239","8785","6","0.016486250688265"
"2244","2244",path,,"10","58.4209021657759","3239","8792","6","0.350525412994656"
"2245","2245",path,,"10","31.5461477697324","8792",CXB-211_B061 _05,"6","0.189276886618394"
"2246","2246",path,,"10","31.5461477697324","8797",CXB-211_B061 _05,"6","0.189276886618394"
"2247","2247",path,,"10","17.3741936260232","8797","8799","6","0.10424516175614"
"2248","2248",path,,"10","54.4868158777611","8799","8804","6","0.326920895266566"
"2249","2249",path,,"10","34.6886591585194","8804","8812","6","0.208131954951116"
"2250","2250",path,,"10","8.1397967820471","54133","8812","6","0.0488387806922826"
"2251","2251",path,,"10","41.1273395313884","54133","8825","6","0.246764037188331"
"2252","2252",path,,"10","3.93711299774982","8825","8828","6","0.0236226779864989"
"2253","2253",path,,"10","3.14872222789445","8828","8829","6","0.0188923333673667"
"2254","2254",path,,"10","11.911530503958","8829","8830","6","0.0714691830237482"
"2255","2255",path,,"10","10.2739198172795","3405","8837","8","0.0616435189036772"
"2256","2256",path,,"10","13.351438030616","54124","8837","7","0.0801086281836959"
"2257","2257",path,,"10","11.3980116559833","11297","8760","7.5","0.0683880699358998"
"2258","2258",path,,"10","73.7634582719952","11297","8854","7","0.442580749631971"
"2259","2259",path,,"10","41.7237718237853","8854","8857","6.5","0.250342630942712"
"2260","2260",path,,"10","43.7363160657338","8857","8860","6","0.262417896394403"
"2261","2261",path,,"10","18.0316169064342","8860","8861","6","0.108189701438605"
"2262","2262",path,,"10","55.0888491776266","8861",CXB-213_C068 _03,"6","0.33053309506576"
"2263","2263",path,,"10","55.0888491776266","8869",CXB-213_C068 _03,"6.5","0.33053309506576"
"2264","2264",path,,"10","16.8953115453752","8872","8876","7","0.101371869272251"
"2265","2265",path,,"10","11.0050025959841","8876","8881","7","0.0660300155759048"
"2266","2266",path,,"10","11.0487206385006","8881","8884","7","0.0662923238310038"
"2267","2267",path,,"10","35.0496163125007","8884","8889","7","0.210297697875004"
"2268","2268",path,,"10","11.1688855746227","8889","8892","7","0.067013313447736"
"2269","2269",path,,"10","101.459335151622","8892","8897","6.666667","0.608756010909732"
"2270","2270",path,,"10","20.6064619005466","8896","8897","7","0.123638771403279"
"2271","2271",path,,"10","31.7828183081796","53700","8900","7","0.190696909849078"
"2272","2272",unclassified,,"10","38.9112558141504","2212","7759","7","0.233467534884902"
"2273","2273",unclassified,,"10","36.712374724248","2209","2212","6","0.220274248345488"
"2274","2274",unclassified,,"10","25.2792789339373","2207","2209","6","0.151675673603624"
"2275","2275",unclassified,,"10","84.6774370483941","2177","2207","6.5","0.508064622290365"
"2276","2276",path,,"10","84.7307489777872","2201","7313","7","0.508384493866723"
"2277","2277",track,,"10","146.42746463267","7773",HF_130,"7","0.87856478779602"
"2278","2278",track,,"10","146.42746463267",CXB-220_B090 _01,HF_130,"7.5","0.87856478779602"
"2279","2279",track,,"10","146.42746463267","62520",CXB-220_B090 _01,"8","0.87856478779602"
"2280","2280",track,,"10","32.5372489719692","47608","62520","8","0.195223493831815"
"2281","2281",track,,"10","88.842358458142","2165","47608","7","0.533054150748852"
"2282","2282",path,,"10","8.95269114013298","2185","45677","6","0.0537161468407979"
"2283","2283",path,,"10","193.143602376472","45677",CXB-220_A089 _04,"6","1.15886161425883"
"2284","2284",path,,"10","193.143602376472","47344",CXB-220_A089 _04,"6","1.15886161425883"
"2285","2285",path,,"10","54.6500117692715","8948","8949","6.5","0.327900070615629"
"2286","2286",path,,"10","15.7985950802407","4240","50549","7.333333","0.0947915704814443"
"2287","2287",path,,"10","53.4818058717748","50549","8964","7.5","0.320890835230649"
"2288","2288",path,,"10","15.2672639392746","8964","8965","7.5","0.0916035836356475"
"2289","2289",path,,"10","5.68231803369246","50558","8965","7","0.0340939082021548"
"2290","2290",path,,"10","76.3404446431007","50557","8973","6","0.458042667858604"
"2291","2291",path,,"10","177.237676015152","8973","8977","6.5","1.06342605609091"
"2292","2292",path,,"10","16.044655657743","8977","8984","6.5","0.0962679339464577"
"2293","2293",path,,"10","35.1523018099479","8984","8985","6.5","0.210913810859687"
"2294","2294",path,,"10","18.8179185166067","8985","8989","6","0.11290751109964"
"2295","2295",path,,"10","31.6038155605615","8989","8990","6.5","0.189622893363369"
"2296","2296",path,,"10","20.1650053478816","4189","8990","7","0.120990032087289"
"2297","2297",path,,"10","42.7468115940565","2793","9006","6.5","0.256480869564339"
"2298","2298",path,,"10","4.458167296913","9006","9011","6","0.026749003781478"
"2299","2299",path,,"10","28.213829034324","9011","9012","6","0.169282974205944"
"2300","2300",path,,"10","53.3925232720967","9012","9016","6","0.32035513963258"
"2301","2301",path,,"10","75.1115400509159","9016","9020","6.5","0.450669240305495"
"2302","2302",path,,"10","26.5165292789031","9020","9024","7","0.159099175673419"
"2303","2303",path,,"10","42.0912831804616","9024","9028","7","0.252547699082769"
"2304","2304",path,,"10","112.266503578194","9028","9033","6.75","0.673599021469162"
"2305","2305",path,,"10","20.8184372355676","9033","9035","7","0.124910623413406"
"2306","2306",path,,"10","7.73625639924263","9039","9040","6","0.0464175383954558"
"2307","2307",path,,"10","27.943396366703","9040","9044","6.5","0.167660378200218"
"2308","2308",path,,"10","50.1596828867408","9044","9052","6.5","0.300958097320445"
"2309","2309",path,,"10","12.4617254079086","9052","9053","6","0.0747703524474518"
"2310","2310",path,,"10","38.040877829726","9053","9055","6.5","0.228245266978356"
"2311","2311",path,,"10","22.7897900448062","9055","9064","6.5","0.136738740268837"
"2312","2312",path,,"10","39.4794066653329","9064","9068","6.5","0.236876439991998"
"2313","2313",path,,"10","8.98046249186117","9068","9072","7","0.053882774951167"
"2314","2314",path,,"10","107.057732261332","9072",CXB-220_G095 _05,"7","0.642346393567992"
"2315","2315",path,,"10","107.057732261332","45475",CXB-220_G095 _05,"7.5","0.642346393567992"
"2316","2316",path,,"10","6.72694607998253","45475","9079","8","0.0403616764798952"
"2317","2317",path,,"10","24.726010636509","46259","51981","6.5","0.148356063819054"
"2318","2318",path,,"10","25.5713016434947","46259","48553","7","0.153427809860968"
"2319","2319",path,,"10","34.6400703971827","45373","48553","7","0.207840422383096"
"2320","2320",path,,"10","16.3655344524238","45373","9101","7","0.0981932067145429"
"2321","2321",path,,"10","26.6331282557168","48443","9101","6.5","0.159798769534301"
"2322","2322",path,,"10","16.4827585309634","48443","9105","6","0.0988965511857803"
"2323","2323",path,,"10","14.719095343361","9079","9112","7.5","0.0883145720601658"
"2324","2324",path,,"10","36.9350886930342","9112","9113","6.5","0.221610532158205"
"2325","2325",path,,"10","46.3311043062391","60621","9116","6","0.277986625837435"
"2326","2326",path,,"10","10.964139359287","9055","9116","6","0.0657848361557218"
"2327","2327",path,,"10","56.1969982074895","9125",CXB-208_C045 _01,"6","0.337181989244937"
"2328","2328",path,,"10","56.1969982074895","9132",CXB-208_C045 _01,"6.5","0.337181989244937"
"2329","2329",path,,"10","5.94405969012367","9132","9136","7","0.035664358140742"
"2330","2330",path,,"10","5.46559569525963","9136","9141","7","0.0327935741715578"
"2331","2331",path,,"10","62.7827611681783","10617","9141","6.5","0.37669656700907"
"2332","2332",path,,"10","5.02104082450974","10617","9149","6","0.0301262449470584"
"2333","2333",path,,"10","51.8130949246763","10635","9149","6","0.310878569548058"
"2334","2334",path,,"10","11.6253012861243","10635","9159","6","0.0697518077167456"
"2335","2335",path,,"10","69.3521622925535","9157","9159","6.5","0.416112973755321"
"2336","2336",path,,"10","15.5864083405065","51593","51600","6","0.093518450043039"
"2337","2337",path,,"10","4.47325147545133","51589","51593","6","0.026839508852708"
"2338","2338",path,,"10","43.4575739764533","51589","9173","6.5","0.26074544385872"
"2339","2339",path,,"10","1.74912827112299","9173","9177","7","0.0104947696267379"
"2340","2340",path,,"10","21.8371678347059","51585","9177","7","0.131023007008235"
"2341","2341",path,,"10","52.0802153006856","51585",CXB-208_C045 _09,"7","0.312481291804114"
"2342","2342",path,,"10","52.0802153006856","10641",CXB-208_C045 _09,"6.5","0.312481291804114"
"2343","2343",path,,"10","22.313955200213","10641","9193","6.5","0.133883731201278"
"2344","2344",path,,"10","4.20195902442027","9193","9198","7","0.0252117541465216"
"2345","2345",path,,"10","29.3464147472046","9198","9201","6.5","0.176078488483228"
"2346","2346",path,,"10","24.796941557143","9201","9206","6.5","0.148781649342858"
"2347","2347",path,,"10","76.0253011497737","9206","9210","6.5","0.456151806898642"
"2348","2348",path,,"10","44.9025598948175","9210","9215","6","0.269415359368905"
"2349","2349",path,,"10","6.92033682219004","10613","9215","6","0.0415220209331402"
"2350","2350",path,,"10","18.3377055430192","7089","9220","6","0.110026233258115"
"2351","2351",path,,"10","10.7985410691694","9220","9224","6","0.0647912464150165"
"2352","2352",path,,"10","15.62029560893","9224","9228","6","0.0937217736535799"
"2353","2353",path,,"10","17.7894228134058","9228","9229","6","0.106736536880435"
"2354","2354",path,,"10","83.2073792644134","48752","9235","6","0.49924427558648"
"2355","2355",path,,"10","83.2073792644134","9235","9240","6","0.49924427558648"
"2356","2356",path,,"10","216.626512039345","9240","9245","6.666667","1.29975907223607"
"2357","2357",path,,"10","14.6632248070458","11160","9245","7","0.0879793488422751"
"2358","2358",path,,"10","55.9700214978469","11160","9247","7","0.335820128987081"
"2359","2359",path,,"10","6.08897825902362","9247","9257","7","0.0365338695541417"
"2360","2360",path,,"10","40.8246539811557","9256","9257","6","0.244947923886934"
"2362","2362",path,,"10","20.5604885258269","9262","9264","7","0.123362931154961"
"2363","2363",path,,"10","17.0321426757928","54908","9264","7","0.102192856054757"
"2364","2364",path,,"10","55.9343542958974","9269","9272","6","0.335606125775385"
"2365","2365",path,,"10","8.90024619147592","1012","9272","6","0.0534014771488555"
"2367","2367",path,,"10","31.9997183389522","9277","9281","6.5","0.191998310033713"
"2368","2368",path,,"10","29.4784386824484","11044","9281","7","0.17687063209469"
"2369","2369",path,,"10","66.3833751817005","55171","58324","6","0.398300251090203"
"2370","2370",path,,"10","65.6331902067758","11044","55171","6.5","0.393799141240655"
"2371","2371",path,,"10","32.1261553124123","3829","9296","6","0.192756931874474"
"2373","2373",path,,"10","38.1384147708466","9299","9301","6","0.22883048862508"
"2374","2374",path,,"10","75.6203618986314","9301",CXB-213_A066 _02,"6","0.453722171391789"
"2375","2375",path,,"10","75.6203618986314","9305",CXB-213_A066 _02,"6","0.453722171391789"
"2376","2376",path,,"10","60.8189399856655","9307",CXB-210_A054 _06,"6","0.364913639913993"
"2377","2377",path,,"10","60.8189399856655","9309",CXB-210_A054 _06,"6","0.364913639913993"
"2378","2378",path,,"10","60.8189399856655","9309","9311","6","0.364913639913993"
"2379","2379",path,,"10","57.8387482427583","59101","9313","6.5","0.34703248945655"
"2380","2380",path,,"10","28.76089589013","59106",CXB-210_E058 _05,"6","0.17256537534078"
"2381","2381",path,,"10","37.7324224833104","6696","9325","6","0.226394534899862"
"2382","2382",path,,"10","29.7589362240121","9324","9325","6","0.178553617344073"
"2383","2383",path,,"10","51.2855326689783","1785","9332","6","0.30771319601387"
"2384","2384",path,,"10","89.5411819670576","1843","9332","7.5","0.537247091802346"
"2385","2385",path,,"10","34.702471289098","1843","9341","6","0.208214827734588"
"2386","2386",path,,"10","38.0834150896426","9340","9341","6","0.228500490537855"
"2387","2387",path,,"10","86.2769227683943","3053","9340","7","0.517661536610366"
"2388","2388",path,,"10","105.436882793246","55197","9341","6","0.632621296759476"
"2389","2389",path,,"10","46.7682013768862","1773","3017","7.5","0.280609208261317"
"2390","2390",path,,"10","68.3088245009307","428","47339","7","0.409852947005584"
"2391","2391",path,,"10","9.84486133491685","47339","47341","6","0.0590691680095011"
"2392","2392",path,,"10","10.7679175925512","47341",CXB-201_E005 _01,"6","0.064607505555307"
"2393","2393",path,,"10","48.2080557156545","9372",CXB-201_E005 _01,"6","0.289248334293927"
"2394","2394",path,,"10","41.875627721033","239","9372","6.5","0.251253766326198"
"2395","2395",path,,"10","143.860991925256","525",NS-INF-01E-HCR-ACF-01,"6","0.863165951551539"
"2396","2396",path,,"10","143.860991925256",CXB-201_C003 _02,NS-INF-01E-HCR-ACF-01,"6","0.863165951551539"
"2397","2397",path,,"10","143.860991925256",CXB-201_C003 _02,HF_007,"6","0.863165951551539"
"2398","2398",path,,"10","143.860991925256","6780",HF_007,"6","0.863165951551539"
"2399","2399",path,,"10","37.8724854171505","6772","6780","6","0.227234912502903"
"2400","2400",path,,"10","62.9775081287831","6772","9399","6","0.377865048772699"
"2401","2401",path,,"10","107.512237655084","488","9399","6.333333","0.645073425930507"
"2402","2402",residential,,"10","99.0882168318906","276","432","7.5","0.594529300991344"
"2403","2403",residential,,"10","19.7272945811874","276","46567","7.5","0.118363767487124"
"2404","2404",residential,,"10","17.3052956706261","46567","9413","7","0.103831774023757"
"2406","2406",path,,"10","75.2826894573667","978",CXB-203_C017 _05,"6.5","0.4516961367442"
"2407","2407",path,,"10","75.2826894573667","9269",CXB-203_C017 _05,"6","0.4516961367442"
"2408","2408",path,,"10","25.0900737635007","321","9425","7","0.150540442581004"
"2409","2409",path,,"10","30.8517919241473","9425","9430","6.5","0.185110751544884"
"2410","2410",path,,"10","7.35186060935741","9430","9434","6","0.0441111636561445"
"2411","2411",path,,"10","49.8808077385176","10462","9434","6.5","0.299284846431106"
"2412","2412",track,,"10","44.4615662490683","10178","9437","6.5","0.26676939749441"
"2413","2413",track,,"10","37.3820283915396","9437","9439","7","0.224292170349238"
"2415","2415",path,,"10","32.138274290147","9447","9465","6","0.192829645740882"
"2416","2416",path,,"10","65.5676598666657","9456","9465","6.5","0.393405959199994"
"2417","2417",path,,"10","83.629980833553","8440","9456","6.5","0.501779885001318"
"2419","2419",path,,"10","7.89328737222503","47048","9465","6.5","0.0473597242333502"
"2420","2420",path,,"10","44.5622379222442","46477","9465","6","0.267373427533465"
"2421","2421",path,,"10","42.1040001449189","55126","9469","7","0.252624000869513"
"2422","2422",path,,"10","69.639561527194","284","9477","6.5","0.417837369163164"
