nodeID,xCoord,yCoord,isHealthcare,old_id
2397,21.177823,92.159602,False,2397
2404,21.178143,92.159852,False,2404
2408,21.178629,92.160053,False,2408
2409,21.178587,92.160374,False,2409
2413,21.173755,92.156075,False,2413
2421,21.173552,92.158409,False,2421
2425,21.173895,92.158647,False,2425
2428,21.173833,92.158843,False,2428
2429,21.172529,92.160798,False,2429
2437,21.179874,92.162997,False,2437
2441,21.18082,92.163599,False,2441
2448,21.181472,92.164418,False,2448
2449,21.181657,92.163807,False,2449
2455,21.18133,92.163129,False,2455
2456,21.181554,92.163657,False,2456
2461,21.179554,92.164507,False,2461
2462,21.179154,92.164441,False,2462
2468,21.18269,92.164355,False,2468
2474,21.181935,92.163445,False,2474
2485,21.179925,92.162784,False,2485
2486,21.18095,92.16298,False,2486
2488,21.18278,92.163161,False,2488
2489,21.181936,92.163007,False,2489
2492,21.184175,92.159318,False,2492
2496,21.183034,92.159795,False,2496
2501,21.181946,92.160404,False,2501
2502,21.181797,92.160475,False,2502
2508,21.22206,92.144465,False,2508
2512,21.222063,92.144969,False,2512
2516,21.222074,92.145294,False,2516
2521,21.222012,92.146218,False,2521
2527,21.223278,92.147167,False,2527
2538,21.222856,92.146985,False,2538
2541,21.222608,92.146866,False,2541
2545,21.222479,92.146842,False,2545
2553,21.21407,92.156258,False,2553
2561,21.214179,92.155209,False,2561
2565,21.214213,92.15484,False,2565
2568,21.214259,92.154625,False,2568
2572,21.214286,92.154535,False,2572
2576,21.214345,92.154334,False,2576
2584,21.214399,92.154178,False,2584
2585,21.214574,92.153676,False,2585
2589,21.214643,92.153486,False,2589
2591,21.214996,92.1527,False,2591
2596,21.215043,92.152621,False,2596
2599,21.215043,92.152621,False,2599
2600,21.215109,92.152566,False,2600
2604,21.21515,92.152535,False,2604
2625,21.216734,92.151442,False,2625
2651,21.217943,92.151326,False,2651
2662,21.218082,92.149636,False,2662
2663,21.218021,92.149108,False,2663
2665,21.218051,92.149286,False,2665
2672,21.216001,92.148672,False,2672
2673,21.216012,92.149055,False,2673
2677,21.208178,92.149972,False,2677
2685,21.208032,92.150073,False,2685
2702,21.207931,92.151177,False,2702
2706,21.208129,92.15162,False,2706
2708,21.208193,92.151815,False,2708
2713,21.209028,92.13169,False,2713
2717,21.208307,92.132205,False,2717
2719,21.207364,92.132899,False,2719
2728,21.205777,92.132452,False,2728
2729,21.205798,92.132452,False,2729
2730,21.209344,92.152006,False,2730
2741,21.21474,92.151416,False,2741
2745,21.214376,92.151526,False,2745
2749,21.220056,92.143449,False,2749
2768,21.217433,92.143461,False,2768
2769,21.216513,92.143855,False,2769
2773,21.21699,92.137566,False,2773
2777,21.214633,92.137044,False,2777
2780,21.186007,92.129003,False,2780
2781,21.185976,92.129113,False,2781
2788,21.185289,92.13014,False,2788
2792,21.18512,92.130232,False,2792
2793,21.18493,92.130406,False,2793
2797,21.168575,92.130758,False,2797
2803,21.172927,92.130752,False,2803
2805,21.172932,92.130141,False,2805
2807,21.186908,92.136955,False,2807
2809,21.187103,92.137183,False,2809
2816,21.187359,92.137722,False,2816
2819,21.187503,92.137822,False,2819
2820,21.187467,92.137804,False,2820
2821,21.186486,92.163893,False,2821
2825,21.185955,92.164893,False,2825
2832,21.190419,92.128043,False,2832
2837,21.219346,92.152013,False,2837
2840,21.218308,92.151045,False,2840
2849,21.208265,92.145916,False,2849
2853,21.207887,92.147398,False,2853
2857,21.195679,92.162489,False,2857
2861,21.195682,92.162602,False,2861
2868,21.195714,92.162683,False,2868
2869,21.195708,92.162766,False,2869
2872,21.195652,92.162946,False,2872
2873,21.195117,92.163007,False,2873
2880,21.19536,92.163132,False,2880
2881,21.195447,92.163218,False,2881
2892,21.195582,92.163319,False,2892
2893,21.195625,92.16333,False,2893
2900,21.195818,92.163222,False,2900
2901,21.19614,92.163065,False,2901
2905,21.196187,92.163085,False,2905
2909,21.196222,92.163084,False,2909
2910,21.196458,92.163145,False,2910
2921,21.196564,92.163155,False,2921
2925,21.196648,92.163148,False,2925
2929,21.196945,92.163122,False,2929
2938,21.197322,92.163014,False,2938
2940,21.197371,92.162888,False,2940
2941,21.197337,92.162975,False,2941
2952,21.197476,92.162573,False,2952
2960,21.197553,92.16245,False,2960
2961,21.197607,92.162411,False,2961
2969,21.197629,92.162355,False,2969
2972,21.19773,92.162285,False,2972
2973,21.197812,92.162295,False,2973
2981,21.19785,92.162295,False,2981
2990,21.198132,92.162195,False,2990
2993,21.198192,92.162169,False,2993
2996,21.198346,92.162117,False,2996
2998,21.194693,92.165676,False,2998
3012,21.19458,92.167466,False,3012
3017,21.195253,92.167195,False,3017
3021,21.19536,92.167166,False,3021
3024,21.196564,92.167296,False,3024
3036,21.192824,92.166668,False,3036
3037,21.19333,92.166768,False,3037
3039,21.192655,92.167343,False,3039
3049,21.192253,92.169537,False,3049
3053,21.192698,92.168051,False,3053
3055,21.192163,92.164084,False,3055
3060,21.193484,92.164816,False,3060
3061,21.193175,92.163832,False,3061
3069,21.188172,92.157856,False,3069
3077,21.190887,92.162276,False,3077
3084,21.191511,92.162214,False,3084
3085,21.191488,92.162346,False,3085
3092,21.191552,92.163109,False,3092
3093,21.191583,92.163132,False,3093
3099,21.191568,92.164114,False,3099
3100,21.191594,92.163625,False,3100
3101,21.180193,92.135833,False,3101
3103,21.179215,92.136426,False,3103
3113,21.179143,92.136195,False,3113
3116,21.179604,92.136293,False,3116
